cluster	gene
Kidney collecting duct epithelial cell(Kidney)	Hnrnpa0
Kidney collecting duct epithelial cell(Kidney)	Fam20b
Kidney collecting duct epithelial cell(Kidney)	Pfn2
Kidney collecting duct epithelial cell(Kidney)	1110001J03Rik
Kidney collecting duct epithelial cell(Kidney)	Ndufc1
Kidney collecting duct epithelial cell(Kidney)	Tceb2
Kidney collecting duct epithelial cell(Kidney)	Elovl7
Kidney collecting duct epithelial cell(Kidney)	Mpnd
Kidney collecting duct epithelial cell(Kidney)	Col4a4
Kidney collecting duct epithelial cell(Kidney)	Igfbp7
Kidney collecting duct epithelial cell(Kidney)	Ptprf
Kidney collecting duct epithelial cell(Kidney)	Spint1
Kidney collecting duct epithelial cell(Kidney)	Enpp5
Kidney collecting duct epithelial cell(Kidney)	Vegfb
Kidney collecting duct epithelial cell(Kidney)	Cyfip2
Kidney collecting duct epithelial cell(Kidney)	Acsl4
Kidney collecting duct epithelial cell(Kidney)	Atp5l
Kidney collecting duct epithelial cell(Kidney)	Ctsd
Kidney collecting duct epithelial cell(Kidney)	Gcgr
Kidney collecting duct epithelial cell(Kidney)	Snhg4
Kidney collecting duct epithelial cell(Kidney)	Hif1a
Kidney collecting duct epithelial cell(Kidney)	Atp5g1
Kidney collecting duct epithelial cell(Kidney)	Itm2c
Kidney collecting duct epithelial cell(Kidney)	Cys1
Kidney collecting duct epithelial cell(Kidney)	Ndufb2
Kidney collecting duct epithelial cell(Kidney)	Cox7a2
Kidney collecting duct epithelial cell(Kidney)	Cbx6
Kidney collecting duct epithelial cell(Kidney)	Acsl3
Kidney collecting duct epithelial cell(Kidney)	Gpr56
Kidney collecting duct epithelial cell(Kidney)	Pigt
Kidney collecting duct epithelial cell(Kidney)	Eif3l
Kidney collecting duct epithelial cell(Kidney)	Oat
Kidney collecting duct epithelial cell(Kidney)	Prdx2
Kidney collecting duct epithelial cell(Kidney)	Pax8
Kidney collecting duct epithelial cell(Kidney)	Syngr1
Kidney collecting duct epithelial cell(Kidney)	Serf1
Kidney collecting duct epithelial cell(Kidney)	Calm2
Kidney collecting duct epithelial cell(Kidney)	Vamp2
Kidney collecting duct epithelial cell(Kidney)	Btg2
Kidney collecting duct epithelial cell(Kidney)	Ppargc1a
Kidney collecting duct epithelial cell(Kidney)	Tacc1
Kidney collecting duct epithelial cell(Kidney)	Nlk
Kidney collecting duct epithelial cell(Kidney)	Slc25a5
Kidney collecting duct epithelial cell(Kidney)	Atp5g2
Kidney collecting duct epithelial cell(Kidney)	Sox4
Kidney collecting duct epithelial cell(Kidney)	Nampt
Kidney collecting duct epithelial cell(Kidney)	Srxn1
Kidney collecting duct epithelial cell(Kidney)	Pigyl
Kidney collecting duct epithelial cell(Kidney)	Slc45a4
Kidney collecting duct epithelial cell(Kidney)	Cdkl1
Kidney collecting duct epithelial cell(Kidney)	Slc1a5
Kidney collecting duct epithelial cell(Kidney)	2310067B10Rik
Kidney collecting duct epithelial cell(Kidney)	Lrba
Kidney collecting duct epithelial cell(Kidney)	Ywhaq
Kidney collecting duct epithelial cell(Kidney)	Csrp2
Kidney collecting duct epithelial cell(Kidney)	Stat3
Kidney collecting duct epithelial cell(Kidney)	C030046I01Rik
Kidney collecting duct epithelial cell(Kidney)	Fdps
Kidney collecting duct epithelial cell(Kidney)	2010107E04Rik
Kidney collecting duct epithelial cell(Kidney)	Mtch1
Kidney collecting duct epithelial cell(Kidney)	Msi2
Kidney collecting duct epithelial cell(Kidney)	Capg
Kidney collecting duct epithelial cell(Kidney)	Atp6v1a
Kidney collecting duct epithelial cell(Kidney)	Arhgap24
Kidney collecting duct epithelial cell(Kidney)	Vdr
Kidney collecting duct epithelial cell(Kidney)	Camta1
Kidney collecting duct epithelial cell(Kidney)	Pkhd1
Kidney collecting duct epithelial cell(Kidney)	Churc1
Kidney collecting duct epithelial cell(Kidney)	Cox4i1
Kidney collecting duct epithelial cell(Kidney)	Slc25a12
Kidney collecting duct epithelial cell(Kidney)	Tax1bp3
Kidney collecting duct epithelial cell(Kidney)	Atp5b
Kidney collecting duct epithelial cell(Kidney)	Zmiz1
Kidney collecting duct epithelial cell(Kidney)	Aqp1
Kidney collecting duct epithelial cell(Kidney)	2900053A13Rik
Kidney collecting duct epithelial cell(Kidney)	Sri
Kidney collecting duct epithelial cell(Kidney)	Llgl2
Kidney collecting duct epithelial cell(Kidney)	Polr2l
Kidney collecting duct epithelial cell(Kidney)	Raly
Kidney collecting duct epithelial cell(Kidney)	Fam63a
Kidney collecting duct epithelial cell(Kidney)	Cxxc5
Kidney collecting duct epithelial cell(Kidney)	Atp5a1
Kidney collecting duct epithelial cell(Kidney)	Acyp1
Kidney collecting duct epithelial cell(Kidney)	Gadd45a
Kidney collecting duct epithelial cell(Kidney)	Siva1
Kidney collecting duct epithelial cell(Kidney)	Srp14
Kidney collecting duct epithelial cell(Kidney)	Fgfr1
Kidney collecting duct epithelial cell(Kidney)	Brp44
Kidney collecting duct epithelial cell(Kidney)	Cstb
Kidney collecting duct epithelial cell(Kidney)	F11r
Kidney collecting duct epithelial cell(Kidney)	Arf3
Kidney collecting duct epithelial cell(Kidney)	Ttc3
Kidney collecting duct epithelial cell(Kidney)	Pcyox1
Kidney collecting duct epithelial cell(Kidney)	1500032L24Rik
Kidney collecting duct epithelial cell(Kidney)	Ndufb9
Kidney collecting duct epithelial cell(Kidney)	Cited2
Kidney collecting duct epithelial cell(Kidney)	Dap
Kidney collecting duct epithelial cell(Kidney)	Eps8l2
Kidney collecting duct epithelial cell(Kidney)	Txndc5
Kidney collecting duct epithelial cell(Kidney)	Top3b
Kidney collecting duct epithelial cell(Kidney)	Aff1
Kidney collecting duct epithelial cell(Kidney)	Pgk1
Kidney collecting duct epithelial cell(Kidney)	Pias2
Kidney collecting duct epithelial cell(Kidney)	Timp2
Kidney collecting duct epithelial cell(Kidney)	Ing2
Kidney collecting duct epithelial cell(Kidney)	Ndufa3
Kidney collecting duct epithelial cell(Kidney)	Tmem59
Kidney collecting duct epithelial cell(Kidney)	Fabp3
Kidney collecting duct epithelial cell(Kidney)	Jarid2
Kidney collecting duct epithelial cell(Kidney)	Dapk1
Kidney collecting duct epithelial cell(Kidney)	Clmn
Kidney collecting duct epithelial cell(Kidney)	6430527G18Rik
Kidney collecting duct epithelial cell(Kidney)	Gls
Kidney collecting duct epithelial cell(Kidney)	2900010M23Rik
Kidney collecting duct epithelial cell(Kidney)	Ptov1
Kidney collecting duct epithelial cell(Kidney)	Atxn7l3b
Kidney collecting duct epithelial cell(Kidney)	Arl3
Kidney collecting duct epithelial cell(Kidney)	Amotl2
Kidney collecting duct epithelial cell(Kidney)	Nr4a1
Kidney collecting duct epithelial cell(Kidney)	Ccdc141
Kidney collecting duct epithelial cell(Kidney)	BC017612
Kidney collecting duct epithelial cell(Kidney)	Hadhb
Kidney collecting duct epithelial cell(Kidney)	Itgav
Kidney collecting duct epithelial cell(Kidney)	Tmem147
Kidney collecting duct epithelial cell(Kidney)	Atp5g3
Kidney collecting duct epithelial cell(Kidney)	Gprc5c
Kidney collecting duct epithelial cell(Kidney)	Hras1
Kidney collecting duct epithelial cell(Kidney)	Il11ra1
Kidney collecting duct epithelial cell(Kidney)	Mrpl54
Kidney collecting duct epithelial cell(Kidney)	Ndufb5
Kidney collecting duct epithelial cell(Kidney)	Commd1
Kidney collecting duct epithelial cell(Kidney)	Cav2
Kidney collecting duct epithelial cell(Kidney)	Cpt1a
Kidney collecting duct epithelial cell(Kidney)	Ndufb10
Kidney collecting duct epithelial cell(Kidney)	Serinc3
Kidney collecting duct epithelial cell(Kidney)	Strbp
Kidney collecting duct epithelial cell(Kidney)	Cobll1
Kidney collecting duct epithelial cell(Kidney)	Inpp5a
Kidney collecting duct epithelial cell(Kidney)	Pld3
Kidney collecting duct epithelial cell(Kidney)	Uqcr11
Kidney collecting duct epithelial cell(Kidney)	Echs1
Kidney collecting duct epithelial cell(Kidney)	Uqcrq
Kidney collecting duct epithelial cell(Kidney)	2310016M24Rik
Kidney collecting duct epithelial cell(Kidney)	Ndufa4
Kidney collecting duct epithelial cell(Kidney)	Pnkd
Kidney collecting duct epithelial cell(Kidney)	Fos
Kidney collecting duct epithelial cell(Kidney)	Mrps24
Kidney collecting duct epithelial cell(Kidney)	Polr2m
Kidney collecting duct epithelial cell(Kidney)	Spp1
Kidney collecting duct epithelial cell(Kidney)	Stard8
Kidney collecting duct epithelial cell(Kidney)	1810043H04Rik
Kidney collecting duct epithelial cell(Kidney)	Rnaset2b
Kidney collecting duct epithelial cell(Kidney)	Psmd3
Kidney collecting duct epithelial cell(Kidney)	Eif4a2
Kidney collecting duct epithelial cell(Kidney)	Pgcp
Kidney collecting duct epithelial cell(Kidney)	Uqcr10
Kidney collecting duct epithelial cell(Kidney)	Sec61g
Kidney collecting duct epithelial cell(Kidney)	Chmp5
Kidney collecting duct epithelial cell(Kidney)	Gde1
Kidney collecting duct epithelial cell(Kidney)	Dync1i2
Kidney collecting duct epithelial cell(Kidney)	2900097C17Rik
Kidney collecting duct epithelial cell(Kidney)	Mrpl42
Kidney collecting duct epithelial cell(Kidney)	Usmg5
Kidney collecting duct epithelial cell(Kidney)	Nfe2l2
Kidney collecting duct epithelial cell(Kidney)	Ezr
Kidney collecting duct epithelial cell(Kidney)	Myeov2
Kidney collecting duct epithelial cell(Kidney)	Vti1b
Kidney collecting duct epithelial cell(Kidney)	Morf4l2
Kidney collecting duct epithelial cell(Kidney)	Ndufa2
Kidney collecting duct epithelial cell(Kidney)	Cox5b
Kidney collecting duct epithelial cell(Kidney)	C030044B11Rik
Kidney collecting duct epithelial cell(Kidney)	Tob1
Kidney collecting duct epithelial cell(Kidney)	Smagp
Kidney collecting duct epithelial cell(Kidney)	Ndufa13
Kidney collecting duct epithelial cell(Kidney)	Rbbp7
Kidney collecting duct epithelial cell(Kidney)	Tsc22d1
Kidney collecting duct epithelial cell(Kidney)	Oxct1
Kidney collecting duct epithelial cell(Kidney)	1500003O03Rik
Kidney collecting duct epithelial cell(Kidney)	Tspo
Kidney collecting duct epithelial cell(Kidney)	Copa
Kidney collecting duct epithelial cell(Kidney)	Itfg3
Kidney collecting duct epithelial cell(Kidney)	Ndufv2
Kidney collecting duct epithelial cell(Kidney)	Ubl3
Kidney collecting duct epithelial cell(Kidney)	4930523C07Rik
Kidney collecting duct epithelial cell(Kidney)	Atp6v1h
Kidney collecting duct epithelial cell(Kidney)	Atp6ap1
Kidney collecting duct epithelial cell(Kidney)	Atp6v1e1
Kidney collecting duct epithelial cell(Kidney)	2410015M20Rik
Kidney collecting duct epithelial cell(Kidney)	Kcnj16
Kidney collecting duct epithelial cell(Kidney)	Idh3a
Kidney collecting duct epithelial cell(Kidney)	BC002163
Kidney collecting duct epithelial cell(Kidney)	Acss1
Kidney collecting duct epithelial cell(Kidney)	Hcfc1r1
Kidney collecting duct epithelial cell(Kidney)	Fkbp3
Kidney collecting duct epithelial cell(Kidney)	Got2
Kidney collecting duct epithelial cell(Kidney)	Dcaf11
Kidney collecting duct epithelial cell(Kidney)	Hadha
Kidney collecting duct epithelial cell(Kidney)	Atp5o
Kidney collecting duct epithelial cell(Kidney)	Rnasek
Kidney collecting duct epithelial cell(Kidney)	Litaf
Kidney collecting duct epithelial cell(Kidney)	Pgrmc1
Kidney collecting duct epithelial cell(Kidney)	Cebpd
Kidney collecting duct epithelial cell(Kidney)	Mgst1
Kidney collecting duct epithelial cell(Kidney)	Trp53inp2
Kidney collecting duct epithelial cell(Kidney)	Minos1
Kidney collecting duct epithelial cell(Kidney)	Egr1
Kidney collecting duct epithelial cell(Kidney)	Mfge8
Kidney collecting duct epithelial cell(Kidney)	Nenf
Kidney collecting duct epithelial cell(Kidney)	Cox7c
Kidney collecting duct epithelial cell(Kidney)	1810037I17Rik
Kidney collecting duct epithelial cell(Kidney)	D14Ertd449e
Kidney collecting duct epithelial cell(Kidney)	Sdhd
Kidney collecting duct epithelial cell(Kidney)	Myl12a
Kidney collecting duct epithelial cell(Kidney)	Wsb1
Kidney collecting duct epithelial cell(Kidney)	Man2a1
Kidney collecting duct epithelial cell(Kidney)	Tbx2
Kidney collecting duct epithelial cell(Kidney)	Tmem93
Kidney collecting duct epithelial cell(Kidney)	Ivns1abp
Kidney collecting duct epithelial cell(Kidney)	Clint1
Kidney collecting duct epithelial cell(Kidney)	Jund
Kidney collecting duct epithelial cell(Kidney)	Cox7a1
Kidney collecting duct epithelial cell(Kidney)	Pam
Kidney collecting duct epithelial cell(Kidney)	Aco2
Kidney collecting duct epithelial cell(Kidney)	Socs3
Kidney proximal straight tubule epithelial cell(Kidney)	Gpx3
Kidney proximal straight tubule epithelial cell(Kidney)	Spink3
Kidney proximal straight tubule epithelial cell(Kidney)	Slc34a1
Kidney proximal straight tubule epithelial cell(Kidney)	Miox
Kidney proximal straight tubule epithelial cell(Kidney)	Aldob
Kidney proximal straight tubule epithelial cell(Kidney)	Acsm2
Kidney proximal straight tubule epithelial cell(Kidney)	Pck1
Kidney proximal straight tubule epithelial cell(Kidney)	Tmem27
Kidney proximal straight tubule epithelial cell(Kidney)	Gatm
Kidney proximal straight tubule epithelial cell(Kidney)	Akr1c21
Kidney proximal straight tubule epithelial cell(Kidney)	Slc27a2
Kidney proximal straight tubule epithelial cell(Kidney)	Slc4a4
Kidney proximal straight tubule epithelial cell(Kidney)	Lrp2
Kidney proximal straight tubule epithelial cell(Kidney)	Fut9
Kidney proximal straight tubule epithelial cell(Kidney)	Dnase1
Kidney proximal straight tubule epithelial cell(Kidney)	Spp2
Kidney proximal straight tubule epithelial cell(Kidney)	Guca2b
Kidney proximal straight tubule epithelial cell(Kidney)	Ttc36
Kidney proximal straight tubule epithelial cell(Kidney)	Fbp1
Kidney proximal straight tubule epithelial cell(Kidney)	Cyp2j5
Kidney proximal straight tubule epithelial cell(Kidney)	Gsta2
Kidney proximal straight tubule epithelial cell(Kidney)	Pah
Kidney proximal straight tubule epithelial cell(Kidney)	Hrsp12
Kidney proximal straight tubule epithelial cell(Kidney)	Slc22a12
Kidney proximal straight tubule epithelial cell(Kidney)	Pdzk1
Kidney proximal straight tubule epithelial cell(Kidney)	Keg1
Kidney proximal straight tubule epithelial cell(Kidney)	Cml1
Kidney proximal straight tubule epithelial cell(Kidney)	Ndrg1
Kidney proximal straight tubule epithelial cell(Kidney)	Slc22a8
Kidney proximal straight tubule epithelial cell(Kidney)	Ass1
Kidney proximal straight tubule epithelial cell(Kidney)	4931406C07Rik
Kidney proximal straight tubule epithelial cell(Kidney)	Khk
Kidney proximal straight tubule epithelial cell(Kidney)	Slc22a18
Kidney proximal straight tubule epithelial cell(Kidney)	Glyat
Kidney proximal straight tubule epithelial cell(Kidney)	Idh1
Kidney proximal straight tubule epithelial cell(Kidney)	Nox4
Kidney proximal straight tubule epithelial cell(Kidney)	Ugt3a2
Kidney proximal straight tubule epithelial cell(Kidney)	Sord
Kidney proximal straight tubule epithelial cell(Kidney)	Hsd3b4
Kidney proximal straight tubule epithelial cell(Kidney)	Kcnj15
Kidney proximal straight tubule epithelial cell(Kidney)	Gpx1
Kidney proximal straight tubule epithelial cell(Kidney)	Pter
Kidney proximal straight tubule epithelial cell(Kidney)	Folr1
Kidney proximal straight tubule epithelial cell(Kidney)	G6pc
Kidney proximal straight tubule epithelial cell(Kidney)	Cat
Kidney proximal straight tubule epithelial cell(Kidney)	Gcnt1
Kidney proximal straight tubule epithelial cell(Kidney)	Slc22a1
Kidney proximal straight tubule epithelial cell(Kidney)	Maf
Kidney proximal straight tubule epithelial cell(Kidney)	Akr1a1
Kidney proximal straight tubule epithelial cell(Kidney)	Cela1
Kidney proximal straight tubule epithelial cell(Kidney)	Sult1d1
Kidney proximal straight tubule epithelial cell(Kidney)	Igfbp4
Kidney proximal straight tubule epithelial cell(Kidney)	Gyk
Kidney proximal straight tubule epithelial cell(Kidney)	Dao
Kidney proximal straight tubule epithelial cell(Kidney)	Tcn2
Kidney proximal straight tubule epithelial cell(Kidney)	Tmem174
Kidney proximal straight tubule epithelial cell(Kidney)	Pecr
Kidney proximal straight tubule epithelial cell(Kidney)	Slc17a1
Kidney proximal straight tubule epithelial cell(Kidney)	Calml4
Kidney proximal straight tubule epithelial cell(Kidney)	Fmo1
Kidney proximal straight tubule epithelial cell(Kidney)	Cda
Kidney proximal straight tubule epithelial cell(Kidney)	BC021785
Kidney proximal straight tubule epithelial cell(Kidney)	Amn
Kidney proximal straight tubule epithelial cell(Kidney)	Chpt1
Kidney proximal straight tubule epithelial cell(Kidney)	Slc47a1
Kidney proximal straight tubule epithelial cell(Kidney)	Dcxr
Kidney proximal straight tubule epithelial cell(Kidney)	Slc13a1
Kidney proximal straight tubule epithelial cell(Kidney)	Abcg2
Kidney proximal straight tubule epithelial cell(Kidney)	Hnf4a
Kidney proximal straight tubule epithelial cell(Kidney)	Dbi
Kidney proximal straight tubule epithelial cell(Kidney)	Galnt11
Kidney proximal straight tubule epithelial cell(Kidney)	Akr7a5
Kidney proximal straight tubule epithelial cell(Kidney)	Aass
Kidney proximal straight tubule epithelial cell(Kidney)	Bdh2
Kidney proximal straight tubule epithelial cell(Kidney)	Cyba
Kidney proximal straight tubule epithelial cell(Kidney)	Scp2
Kidney proximal straight tubule epithelial cell(Kidney)	Aldh8a1
Kidney proximal straight tubule epithelial cell(Kidney)	Hgd
Kidney proximal straight tubule epithelial cell(Kidney)	Me1
Kidney proximal straight tubule epithelial cell(Kidney)	Pdzk1ip1
Kidney proximal straight tubule epithelial cell(Kidney)	Aadac
Kidney proximal straight tubule epithelial cell(Kidney)	Cubn
Kidney proximal straight tubule epithelial cell(Kidney)	Slc3a1
Kidney proximal straight tubule epithelial cell(Kidney)	Gpd1
Kidney proximal straight tubule epithelial cell(Kidney)	Mep1a
Kidney proximal straight tubule epithelial cell(Kidney)	Pcx
Kidney proximal straight tubule epithelial cell(Kidney)	Dak
Kidney proximal straight tubule epithelial cell(Kidney)	Dab2
Kidney proximal straight tubule epithelial cell(Kidney)	Gas2
Kidney proximal straight tubule epithelial cell(Kidney)	Acaa1b
Kidney proximal straight tubule epithelial cell(Kidney)	Cryl1
Kidney proximal straight tubule epithelial cell(Kidney)	Fam151a
Kidney proximal straight tubule epithelial cell(Kidney)	Cyp2d26
Kidney proximal straight tubule epithelial cell(Kidney)	Ftl1
Kidney proximal straight tubule epithelial cell(Kidney)	Cldn2
Kidney proximal straight tubule epithelial cell(Kidney)	Sfxn1
Kidney proximal straight tubule epithelial cell(Kidney)	Hao2
Kidney proximal straight tubule epithelial cell(Kidney)	Fah
Kidney proximal straight tubule epithelial cell(Kidney)	Ephx2
Kidney proximal straight tubule epithelial cell(Kidney)	Slc2a2
Kidney proximal straight tubule epithelial cell(Kidney)	Slc25a10
Kidney proximal straight tubule epithelial cell(Kidney)	Slc13a3
Kidney proximal straight tubule epithelial cell(Kidney)	Cgref1
Kidney proximal straight tubule epithelial cell(Kidney)	Aldh6a1
Kidney proximal straight tubule epithelial cell(Kidney)	Xylb
Kidney proximal straight tubule epithelial cell(Kidney)	Cfb
Kidney proximal straight tubule epithelial cell(Kidney)	Mettl7b
Kidney proximal straight tubule epithelial cell(Kidney)	Errfi1
Kidney proximal straight tubule epithelial cell(Kidney)	Msra
Kidney proximal straight tubule epithelial cell(Kidney)	Sod3
Kidney proximal straight tubule epithelial cell(Kidney)	0610005C13Rik
Kidney proximal straight tubule epithelial cell(Kidney)	Eci3
Kidney proximal straight tubule epithelial cell(Kidney)	Asl
Kidney proximal straight tubule epithelial cell(Kidney)	Lactb2
Kidney proximal straight tubule epithelial cell(Kidney)	Ces1d
Kidney proximal straight tubule epithelial cell(Kidney)	Cmbl
Kidney proximal straight tubule epithelial cell(Kidney)	Slc5a2
Kidney proximal straight tubule epithelial cell(Kidney)	Ugt2b38
Kidney proximal straight tubule epithelial cell(Kidney)	Acsm1
Kidney proximal straight tubule epithelial cell(Kidney)	Atpif1
Kidney proximal straight tubule epithelial cell(Kidney)	Nus1
Kidney proximal straight tubule epithelial cell(Kidney)	Acy3
Kidney proximal straight tubule epithelial cell(Kidney)	Agphd1
Kidney proximal straight tubule epithelial cell(Kidney)	Slc22a6
Kidney proximal straight tubule epithelial cell(Kidney)	Acox1
Kidney proximal straight tubule epithelial cell(Kidney)	Alpl
Kidney proximal straight tubule epithelial cell(Kidney)	E030010A14Rik
Kidney proximal straight tubule epithelial cell(Kidney)	Slc37a4
Kidney proximal straight tubule epithelial cell(Kidney)	Apom
Kidney proximal straight tubule epithelial cell(Kidney)	Slc16a2
Kidney proximal straight tubule epithelial cell(Kidney)	Pipox
Kidney proximal straight tubule epithelial cell(Kidney)	Slc17a3
Kidney proximal straight tubule epithelial cell(Kidney)	Slc7a9
Kidney proximal straight tubule epithelial cell(Kidney)	Nme2
Kidney proximal straight tubule epithelial cell(Kidney)	Stard10
Kidney proximal straight tubule epithelial cell(Kidney)	Cd63
Kidney proximal straight tubule epithelial cell(Kidney)	Selenbp1
Kidney proximal straight tubule epithelial cell(Kidney)	Ddah1
Kidney proximal straight tubule epithelial cell(Kidney)	Gapdh
Kidney proximal straight tubule epithelial cell(Kidney)	Prodh
Kidney proximal straight tubule epithelial cell(Kidney)	Pth1r
Kidney proximal straight tubule epithelial cell(Kidney)	Rab11fip3
Kidney proximal straight tubule epithelial cell(Kidney)	Gm7092
Kidney proximal straight tubule epithelial cell(Kidney)	Park7
Kidney proximal straight tubule epithelial cell(Kidney)	Tinag
Kidney proximal straight tubule epithelial cell(Kidney)	Cyb5
Kidney proximal straight tubule epithelial cell(Kidney)	Gstz1
Kidney proximal straight tubule epithelial cell(Kidney)	Grhpr
Kidney proximal straight tubule epithelial cell(Kidney)	Fth1
Kidney proximal straight tubule epithelial cell(Kidney)	Thnsl2
Kidney proximal straight tubule epithelial cell(Kidney)	Tnfaip8
Kidney proximal straight tubule epithelial cell(Kidney)	Ak4
Kidney proximal straight tubule epithelial cell(Kidney)	Prodh2
Kidney proximal straight tubule epithelial cell(Kidney)	Slc6a20b
Kidney proximal straight tubule epithelial cell(Kidney)	Prdx1
Kidney proximal straight tubule epithelial cell(Kidney)	0610011F06Rik
Kidney proximal straight tubule epithelial cell(Kidney)	Mettl7a1
Kidney proximal straight tubule epithelial cell(Kidney)	Neu1
Kidney proximal straight tubule epithelial cell(Kidney)	Timp3
Kidney proximal straight tubule epithelial cell(Kidney)	Slc22a2
Kidney proximal straight tubule epithelial cell(Kidney)	Slc5a12
Kidney proximal straight tubule epithelial cell(Kidney)	F13b
Kidney proximal straight tubule epithelial cell(Kidney)	Lrpap1
Kidney proximal straight tubule epithelial cell(Kidney)	Folh1
Kidney proximal straight tubule epithelial cell(Kidney)	Cyp4a31
Kidney proximal straight tubule epithelial cell(Kidney)	Gstm5
Kidney proximal straight tubule epithelial cell(Kidney)	Sephs2
Kidney proximal straight tubule epithelial cell(Kidney)	Sardh
Kidney proximal straight tubule epithelial cell(Kidney)	Tcea3
Kidney proximal straight tubule epithelial cell(Kidney)	Ccdc107
Kidney proximal straight tubule epithelial cell(Kidney)	Cideb
Kidney proximal straight tubule epithelial cell(Kidney)	Lrrc19
Kidney proximal straight tubule epithelial cell(Kidney)	Qdpr
Kidney proximal straight tubule epithelial cell(Kidney)	Slc1a1
Kidney proximal straight tubule epithelial cell(Kidney)	Dnajc12
Kidney proximal straight tubule epithelial cell(Kidney)	Papss2
Kidney proximal straight tubule epithelial cell(Kidney)	Gcdh
Kidney proximal straight tubule epithelial cell(Kidney)	Defb29
Kidney proximal straight tubule epithelial cell(Kidney)	Glul
Kidney proximal straight tubule epithelial cell(Kidney)	Rdh16
Kidney proximal straight tubule epithelial cell(Kidney)	Slc18a1
Kidney proximal straight tubule epithelial cell(Kidney)	Lgmn
Kidney proximal straight tubule epithelial cell(Kidney)	Hint2
Kidney proximal straight tubule epithelial cell(Kidney)	Gpx4
Kidney proximal straight tubule epithelial cell(Kidney)	Abcc2
Kidney proximal straight tubule epithelial cell(Kidney)	Aspdh
Kidney proximal straight tubule epithelial cell(Kidney)	Car14
Kidney proximal straight tubule epithelial cell(Kidney)	BC089597
Kidney proximal straight tubule epithelial cell(Kidney)	Aspa
Kidney proximal straight tubule epithelial cell(Kidney)	Gldc
Kidney proximal straight tubule epithelial cell(Kidney)	Aldh7a1
Kidney proximal straight tubule epithelial cell(Kidney)	Lamp2
Kidney proximal straight tubule epithelial cell(Kidney)	Car2
Kidney proximal straight tubule epithelial cell(Kidney)	Bphl
Kidney proximal straight tubule epithelial cell(Kidney)	4833439L19Rik
Kidney proximal straight tubule epithelial cell(Kidney)	Ggt1
Kidney proximal straight tubule epithelial cell(Kidney)	Cpn1
Kidney proximal straight tubule epithelial cell(Kidney)	Dpep1
Kidney proximal straight tubule epithelial cell(Kidney)	Slc25a15
Kidney proximal straight tubule epithelial cell(Kidney)	Igsf11
Kidney proximal straight tubule epithelial cell(Kidney)	Lipa
Kidney proximal straight tubule epithelial cell(Kidney)	Tmem229a
Kidney proximal straight tubule epithelial cell(Kidney)	Ugt3a1
Kidney proximal straight tubule epithelial cell(Kidney)	Ddc
Kidney proximal straight tubule epithelial cell(Kidney)	Slc6a19
Kidney proximal straight tubule epithelial cell(Kidney)	Fmo2
Kidney proximal straight tubule epithelial cell(Kidney)	Nat8
Kidney proximal straight tubule epithelial cell(Kidney)	Hspe1
Kidney proximal straight tubule epithelial cell(Kidney)	Habp2
Kidney proximal straight tubule epithelial cell(Kidney)	Etfb
Kidney proximal straight tubule epithelial cell(Kidney)	Ehhadh
Kidney proximal straight tubule epithelial cell(Kidney)	Haao
Kidney proximal straight tubule epithelial cell(Kidney)	Esd
Kidney proximal straight tubule epithelial cell(Kidney)	Gstt2
Kidney proximal straight tubule epithelial cell(Kidney)	Mif
Kidney proximal straight tubule epithelial cell(Kidney)	Aldh4a1
Kidney proximal straight tubule epithelial cell(Kidney)	Abat
Kidney proximal straight tubule epithelial cell(Kidney)	Serpinf2
Kidney proximal straight tubule epithelial cell(Kidney)	Slc7a7
Kidney proximal straight tubule epithelial cell(Kidney)	Upb1
Kidney proximal straight tubule epithelial cell(Kidney)	Prss8
Kidney proximal straight tubule epithelial cell(Kidney)	Amacr
Kidney proximal straight tubule epithelial cell(Kidney)	Vil1
Kidney proximal straight tubule epithelial cell(Kidney)	Abca3
Kidney proximal straight tubule epithelial cell(Kidney)	Inmt
Kidney proximal straight tubule epithelial cell(Kidney)	Dhcr24
Kidney proximal straight tubule epithelial cell(Kidney)	Tmbim4
Kidney proximal straight tubule epithelial cell(Kidney)	Cyp4a10
Kidney proximal straight tubule epithelial cell(Kidney)	Odc1
Kidney proximal straight tubule epithelial cell(Kidney)	Tst
Kidney proximal straight tubule epithelial cell(Kidney)	9530008L14Rik
Kidney proximal straight tubule epithelial cell(Kidney)	Adra2b
Kidney proximal straight tubule epithelial cell(Kidney)	Hoga1
Kidney proximal straight tubule epithelial cell(Kidney)	Grina
Kidney proximal straight tubule epithelial cell(Kidney)	Iah1
Kidney proximal straight tubule epithelial cell(Kidney)	Cryz
Kidney proximal straight tubule epithelial cell(Kidney)	Sepp1
Kidney proximal straight tubule epithelial cell(Kidney)	Gss
Kidney proximal straight tubule epithelial cell(Kidney)	Acot13
Kidney proximal straight tubule epithelial cell(Kidney)	Slco1a6
Kidney proximal straight tubule epithelial cell(Kidney)	Glyctk
Kidney proximal straight tubule epithelial cell(Kidney)	Fuca2
Kidney proximal straight tubule epithelial cell(Kidney)	Slc16a4
Kidney proximal straight tubule epithelial cell(Kidney)	Proc
Kidney proximal straight tubule epithelial cell(Kidney)	Hspd1
Kidney proximal straight tubule epithelial cell(Kidney)	Pbld1
Kidney proximal straight tubule epithelial cell(Kidney)	Ahcy
Kidney proximal straight tubule epithelial cell(Kidney)	Aldh2
