cluster	gene
Natural killer cell(Lung)	Set
Natural killer cell(Lung)	Rpl5
Natural killer cell(Lung)	Csk
Natural killer cell(Lung)	Ppp4c
Natural killer cell(Lung)	Mdh1
Natural killer cell(Lung)	Snrpe
Natural killer cell(Lung)	Psmb3
Natural killer cell(Lung)	Cox7c
Natural killer cell(Lung)	Pdcd10
Natural killer cell(Lung)	Psmb1
Natural killer cell(Lung)	Vps28
Natural killer cell(Lung)	Fli1
Natural killer cell(Lung)	Myl12a
Natural killer cell(Lung)	Ndufa3
Natural killer cell(Lung)	Cycs
Natural killer cell(Lung)	Dad1
Natural killer cell(Lung)	Tram1
Natural killer cell(Lung)	Rnaseh2c
Natural killer cell(Lung)	Sri
Natural killer cell(Lung)	Il10rb
Natural killer cell(Lung)	Ubac2
Natural killer cell(Lung)	AB124611
Natural killer cell(Lung)	Atp5j2
Natural killer cell(Lung)	Arhgap30
Natural killer cell(Lung)	Pole4
Natural killer cell(Lung)	Psmb10
Natural killer cell(Lung)	2310036O22Rik
Natural killer cell(Lung)	D14Ertd449e
Natural killer cell(Lung)	Sms
Natural killer cell(Lung)	Capza1
Natural killer cell(Lung)	Cd97
Natural killer cell(Lung)	1810046J19Rik
Natural killer cell(Lung)	Eif3h
Natural killer cell(Lung)	Ndufb7
Natural killer cell(Lung)	Ahnak
Natural killer cell(Lung)	Sept11
Natural killer cell(Lung)	Lbr
Natural killer cell(Lung)	Eif3e
Natural killer cell(Lung)	Eef2
Natural killer cell(Lung)	Arhgap15
Natural killer cell(Lung)	Unc119
Natural killer cell(Lung)	Ankrd11
Natural killer cell(Lung)	Arpc5l
Natural killer cell(Lung)	Wdr1
Natural killer cell(Lung)	Pitpnc1
Natural killer cell(Lung)	Taf10
Natural killer cell(Lung)	Sike1
Natural killer cell(Lung)	Fermt3
Natural killer cell(Lung)	Xrn2
Natural killer cell(Lung)	Cmc1
Natural killer cell(Lung)	Ubl5
Natural killer cell(Lung)	Eef1b2
Natural killer cell(Lung)	Ndufa4
Natural killer cell(Lung)	Azi2
Natural killer cell(Lung)	Tpm4
Natural killer cell(Lung)	H2-Q4
Natural killer cell(Lung)	Cd47
Natural killer cell(Lung)	Psma2
Natural killer cell(Lung)	Prkacb
Natural killer cell(Lung)	Kcnj8
Natural killer cell(Lung)	Agpat3
Natural killer cell(Lung)	Sdcbp
Natural killer cell(Lung)	Sephs2
Natural killer cell(Lung)	Arpp19
Natural killer cell(Lung)	B4galt5
Natural killer cell(Lung)	Il16
Natural killer cell(Lung)	Tsc22d4
Natural killer cell(Lung)	Cox17
Natural killer cell(Lung)	Atp1b3
Natural killer cell(Lung)	Gatad2a
Natural killer cell(Lung)	Snrpd2
Natural killer cell(Lung)	Ptp4a2
Natural killer cell(Lung)	Arl6ip1
Natural killer cell(Lung)	Bag1
Natural killer cell(Lung)	Sipa1
Natural killer cell(Lung)	Eif5a
Natural killer cell(Lung)	Cox7b
Natural killer cell(Lung)	Plekhj1
Natural killer cell(Lung)	Sirt7
Natural killer cell(Lung)	Cdc42se1
Natural killer cell(Lung)	H2afy
Natural killer cell(Lung)	Gramd1a
Natural killer cell(Lung)	Med30
Natural killer cell(Lung)	Ube2g2
Natural killer cell(Lung)	Mbnl1
Natural killer cell(Lung)	Tln1
Natural killer cell(Lung)	Snrpf
Natural killer cell(Lung)	Npm1
Natural killer cell(Lung)	Psip1
Natural killer cell(Lung)	Sft2d1
Natural killer cell(Lung)	Ldha
Natural killer cell(Lung)	Eif3k
Natural killer cell(Lung)	Ncl
Natural killer cell(Lung)	Usmg5
Natural killer cell(Lung)	Ndufa1
Natural killer cell(Lung)	Supt4h1
Natural killer cell(Lung)	Tnfaip8l2
Natural killer cell(Lung)	Npm3
Natural killer cell(Lung)	Cap1
Natural killer cell(Lung)	Syf2
Natural killer cell(Lung)	Ezr
Natural killer cell(Lung)	Bhlhe40
Natural killer cell(Lung)	Cisd3
Natural killer cell(Lung)	Tmem160
Natural killer cell(Lung)	Rbbp4
Natural killer cell(Lung)	Pfkp
Natural killer cell(Lung)	Lrp10
Natural killer cell(Lung)	Tomm22
Natural killer cell(Lung)	Higd1a
Natural killer cell(Lung)	Cbfb
Natural killer cell(Lung)	D19Ertd737e
Natural killer cell(Lung)	Psme2
Natural killer cell(Lung)	Ube2l3
Natural killer cell(Lung)	Erh
Natural killer cell(Lung)	Rock1
Natural killer cell(Lung)	Rnf166
Natural killer cell(Lung)	Psmb9
Natural killer cell(Lung)	Ccm2
Natural killer cell(Lung)	Nans
Natural killer cell(Lung)	Sec11c
Natural killer cell(Lung)	Ywhah
Natural killer cell(Lung)	Stk4
Natural killer cell(Lung)	Rnf115
Natural killer cell(Lung)	Cdc37
Natural killer cell(Lung)	Ccdc12
Natural killer cell(Lung)	2310003F16Rik
Natural killer cell(Lung)	Hdac1
Natural killer cell(Lung)	Mknk2
Natural killer cell(Lung)	Fnbp1
Natural killer cell(Lung)	0610009D07Rik
Natural killer cell(Lung)	Ndfip1
Natural killer cell(Lung)	Mkrn1
Natural killer cell(Lung)	Polr1d
Natural killer cell(Lung)	Pim1
Natural killer cell(Lung)	Actr2
Natural killer cell(Lung)	Tnfrsf1b
Natural killer cell(Lung)	Cuta
Natural killer cell(Lung)	Ppil2
Natural killer cell(Lung)	Rsbn1l
Natural killer cell(Lung)	Eif3i
Natural killer cell(Lung)	Rassf5
Natural killer cell(Lung)	Trmt112
Natural killer cell(Lung)	Fkbp3
Natural killer cell(Lung)	Tpr
Natural killer cell(Lung)	Casp8
Natural killer cell(Lung)	Ppm1g
Natural killer cell(Lung)	Rod1
Natural killer cell(Lung)	Pdcd6ip
Natural killer cell(Lung)	Bzw1
Natural killer cell(Lung)	Camk2n1
Natural killer cell(Lung)	Arl2bp
Natural killer cell(Lung)	Tra2b
Natural killer cell(Lung)	Tmem167
Natural killer cell(Lung)	Commd7
Natural killer cell(Lung)	Nol7
Natural killer cell(Lung)	Sin3b
Natural killer cell(Lung)	1110007C09Rik
Natural killer cell(Lung)	Raly
Natural killer cell(Lung)	Ppp1cc
Natural killer cell(Lung)	Kras
Natural killer cell(Lung)	Tmbim4
Natural killer cell(Lung)	Twf2
Natural killer cell(Lung)	Cct7
Natural killer cell(Lung)	Ndfip2
Natural killer cell(Lung)	Commd4
Natural killer cell(Lung)	Bcap31
Natural killer cell(Lung)	Pnrc2
Natural killer cell(Lung)	Pcna
Natural killer cell(Lung)	Akirin1
Natural killer cell(Lung)	Pak2
Natural killer cell(Lung)	Cyb5r4
Natural killer cell(Lung)	Dctn3
Natural killer cell(Lung)	Dnaja2
Natural killer cell(Lung)	Nudt21
Natural killer cell(Lung)	Rab8b
Natural killer cell(Lung)	Sugt1
Natural killer cell(Lung)	Khdrbs1
Natural killer cell(Lung)	Nme1
Natural killer cell(Lung)	Scamp3
Natural killer cell(Lung)	Sys1
Natural killer cell(Lung)	Ddx21
Natural killer cell(Lung)	Cdk2ap1
Natural killer cell(Lung)	Arhgef2
Natural killer cell(Lung)	Zdhhc20
Natural killer cell(Lung)	1110005A03Rik
Natural killer cell(Lung)	Efr3a
Natural killer cell(Lung)	Elf1
Natural killer cell(Lung)	Dnaja1
Natural killer cell(Lung)	Mat2b
Natural killer cell(Lung)	5133401N09Rik
Natural killer cell(Lung)	Tmem126a
Natural killer cell(Lung)	Dek
Natural killer cell(Lung)	Aip
T cell(Lung)	Cd3d
T cell(Lung)	Cd3g
T cell(Lung)	Thy1
T cell(Lung)	Cd3e
T cell(Lung)	Lat
T cell(Lung)	Cd28
T cell(Lung)	Il7r
T cell(Lung)	Dapl1
T cell(Lung)	Bcl11b
T cell(Lung)	Cd6
T cell(Lung)	Cd5
T cell(Lung)	Cd4
T cell(Lung)	Lef1
T cell(Lung)	Ccr7
T cell(Lung)	Tcf7
T cell(Lung)	Cd8b1
T cell(Lung)	Cd27
T cell(Lung)	Ltb
T cell(Lung)	Ms4a6b
T cell(Lung)	Cd8a
T cell(Lung)	Skap1
T cell(Lung)	Lck
T cell(Lung)	Kcnn4
T cell(Lung)	Tesc
T cell(Lung)	Ms4a4b
T cell(Lung)	Gimap3
T cell(Lung)	Klk8
T cell(Lung)	Cd247
T cell(Lung)	Itk
T cell(Lung)	Rhoh
T cell(Lung)	A130040M12Rik
T cell(Lung)	Limd2
T cell(Lung)	Rpl13a
T cell(Lung)	Rplp0
T cell(Lung)	Fam189b
T cell(Lung)	Rps3
T cell(Lung)	Sept1
T cell(Lung)	Rps18
T cell(Lung)	Rps15a
T cell(Lung)	Itgb7
T cell(Lung)	Rps7
T cell(Lung)	Rpl19
T cell(Lung)	Uba52
T cell(Lung)	Rplp2
T cell(Lung)	Rpl12
T cell(Lung)	Rps6
T cell(Lung)	Rpsa
T cell(Lung)	Rps13
T cell(Lung)	Eef1a1
T cell(Lung)	Rps16
T cell(Lung)	Rasal3
T cell(Lung)	Rpl17
T cell(Lung)	Rpl18
T cell(Lung)	Rps14
T cell(Lung)	Rpl4
T cell(Lung)	Fyb
T cell(Lung)	Rps15a-ps4
T cell(Lung)	Fam78a
T cell(Lung)	Rpl18a
T cell(Lung)	Rps24
T cell(Lung)	Rps3a
T cell(Lung)	Gm9320
T cell(Lung)	Rpl3
T cell(Lung)	Rpl32
T cell(Lung)	Tox
T cell(Lung)	Smc4
T cell(Lung)	Rpl11
T cell(Lung)	Rpl5
T cell(Lung)	Rpl23a
T cell(Lung)	Rps15
T cell(Lung)	Rps5
T cell(Lung)	Rps23
T cell(Lung)	Rps19
T cell(Lung)	Rplp1
T cell(Lung)	Rpl23
T cell(Lung)	Gramd3
T cell(Lung)	Rpl39
T cell(Lung)	Rps27
T cell(Lung)	Rps15a-ps6
T cell(Lung)	Rpl13
T cell(Lung)	Rpl8
T cell(Lung)	Satb1
T cell(Lung)	Rpl9
T cell(Lung)	Shisa5
T cell(Lung)	Tpt1
T cell(Lung)	Rpl6
T cell(Lung)	Prkcq
T cell(Lung)	Ptprcap
T cell(Lung)	Cd96
T cell(Lung)	Rps10
T cell(Lung)	Rps4x
T cell(Lung)	Kbtbd11
T cell(Lung)	Rpl37a
T cell(Lung)	Rps28
T cell(Lung)	Rpl10a
T cell(Lung)	Rps20
T cell(Lung)	Rpl21
T cell(Lung)	Rpl14
T cell(Lung)	Rps29
T cell(Lung)	Rpl36
T cell(Lung)	Pydc3
T cell(Lung)	Rpl27a
T cell(Lung)	Rpl35
T cell(Lung)	Rpl15
T cell(Lung)	Rpl29
T cell(Lung)	Rps8
T cell(Lung)	Ets1
T cell(Lung)	Rpl27
T cell(Lung)	Rps11
T cell(Lung)	Rpl7
T cell(Lung)	Rps27a
T cell(Lung)	Emb
T cell(Lung)	Rps21
T cell(Lung)	Zap70
T cell(Lung)	Pdk1
T cell(Lung)	Rac2
T cell(Lung)	S1pr1
T cell(Lung)	Cd2
T cell(Lung)	Rps2
T cell(Lung)	Gimap6
T cell(Lung)	Tmsb10
T cell(Lung)	Eef2
T cell(Lung)	Rgs10
T cell(Lung)	Rpl38
T cell(Lung)	Rpl37
T cell(Lung)	Npm1
T cell(Lung)	Il27ra
T cell(Lung)	Rps9
T cell(Lung)	Rpl36a
T cell(Lung)	Hmha1
T cell(Lung)	Hcst
T cell(Lung)	Traf3ip3
T cell(Lung)	Eef1b2
T cell(Lung)	Rpl41
T cell(Lung)	Ptpn18
T cell(Lung)	Rpl35a
T cell(Lung)	Coro1a
T cell(Lung)	Gpr183
T cell(Lung)	Rps26
T cell(Lung)	Dgka
T cell(Lung)	Jakmip1
T cell(Lung)	Acp5
T cell(Lung)	Gnb2l1
T cell(Lung)	Gm6251
T cell(Lung)	Tbc1d10c
T cell(Lung)	Cd53
T cell(Lung)	Rpl24
T cell(Lung)	A930005H10Rik
T cell(Lung)	Eef1g
T cell(Lung)	Gimap1
T cell(Lung)	Arhgdib
T cell(Lung)	Sh2d1a
T cell(Lung)	Gimap9
T cell(Lung)	Tagap
T cell(Lung)	Slfn2
T cell(Lung)	Gimap4
T cell(Lung)	Fam101b
T cell(Lung)	Rasgrp1
T cell(Lung)	Plcxd2
T cell(Lung)	Rpl31
T cell(Lung)	Tespa1
T cell(Lung)	Naca
T cell(Lung)	Lime1
T cell(Lung)	Arhgap15
T cell(Lung)	Fau
T cell(Lung)	Cotl1
T cell(Lung)	Arl4c
T cell(Lung)	Rps17
T cell(Lung)	Rps25
T cell(Lung)	Slfn1
T cell(Lung)	Rpl22
T cell(Lung)	Cnp
T cell(Lung)	Gata3
T cell(Lung)	Rpl31-ps12
T cell(Lung)	Sept6
T cell(Lung)	Gmfg
T cell(Lung)	S1pr4
T cell(Lung)	Gpr132
T cell(Lung)	Rapgef6
T cell(Lung)	Il21r
T cell(Lung)	Gimap7
T cell(Lung)	Rpl28
T cell(Lung)	Rps12
T cell(Lung)	Selplg
T cell(Lung)	Rpl7a
T cell(Lung)	Crlf3
T cell(Lung)	Mir703
T cell(Lung)	Cd52
T cell(Lung)	B4galnt1
T cell(Lung)	Pabpc1
T cell(Lung)	Evl
T cell(Lung)	Sh3kbp1
T cell(Lung)	Cmah
T cell(Lung)	Btg1
T cell(Lung)	Tmem66
T cell(Lung)	Rps19-ps3
T cell(Lung)	Vps37b
T cell(Lung)	Gtf2i
T cell(Lung)	H2-K1
T cell(Lung)	Xist
T cell(Lung)	Cd37
T cell(Lung)	Rpl34-ps1
T cell(Lung)	Psmb8
T cell(Lung)	Fam107b
T cell(Lung)	Rpl22l1
T cell(Lung)	Tspan32
T cell(Lung)	Eif3e
T cell(Lung)	Gm15421
T cell(Lung)	Gm6654
T cell(Lung)	Fxyd5
T cell(Lung)	Ifi47
T cell(Lung)	Grap
T cell(Lung)	Ptpn22
T cell(Lung)	Eif3f
T cell(Lung)	Srpk1
T cell(Lung)	Tnfaip3
T cell(Lung)	Pstpip1
T cell(Lung)	Ppia
T cell(Lung)	Pyhin1
T cell(Lung)	Chd3
T cell(Lung)	Eif3h
T cell(Lung)	Gramd1a
T cell(Lung)	Cox7a2l
T cell(Lung)	Gltscr2
T cell(Lung)	Pkp3
T cell(Lung)	Ikzf1
T cell(Lung)	Laptm5
T cell(Lung)	Fam65b
T cell(Lung)	Sell
T cell(Lung)	Bcl2
T cell(Lung)	Hnrnpf
T cell(Lung)	Epsti1
T cell(Lung)	Tmem71
T cell(Lung)	Txk
T cell(Lung)	Zfp36l2
T cell(Lung)	Klhl6
T cell(Lung)	Snrpg
T cell(Lung)	Ptprc
T cell(Lung)	Il2rg
T cell(Lung)	Klf2
T cell(Lung)	Rbm38
T cell(Lung)	Fam113b
T cell(Lung)	Arhgef1
T cell(Lung)	Tnfrsf18
T cell(Lung)	Wdr89
T cell(Lung)	Pdcd4
T cell(Lung)	Hspa8
T cell(Lung)	Rpl36al
T cell(Lung)	Emg1
T cell(Lung)	Tnfaip8l2
T cell(Lung)	Rpl10
T cell(Lung)	Stk17b
T cell(Lung)	Acap1
T cell(Lung)	Cytip
T cell(Lung)	Ifi203
T cell(Lung)	Pik3ip1
T cell(Lung)	Dennd1c
T cell(Lung)	Trib2
T cell(Lung)	B2m
T cell(Lung)	Tecpr1
T cell(Lung)	Cd7
T cell(Lung)	Actr3
T cell(Lung)	Pfn1
T cell(Lung)	H2-D1
T cell(Lung)	4632428N05Rik
T cell(Lung)	Srgn
T cell(Lung)	Prkd2
T cell(Lung)	Eef1d
T cell(Lung)	Was
T cell(Lung)	Il16
T cell(Lung)	Grk6
T cell(Lung)	Psme2
T cell(Lung)	Slc9a3r1
T cell(Lung)	Leprotl1
T cell(Lung)	H2-Q4
T cell(Lung)	Arhgap9
T cell(Lung)	Sp110
T cell(Lung)	Snrpf
T cell(Lung)	Peli1
T cell(Lung)	Pycard
T cell(Lung)	Fkbp3
T cell(Lung)	Rnf138
T cell(Lung)	Pik3cd
T cell(Lung)	Smap2
T cell(Lung)	Frmd8
T cell(Lung)	Gimap8
T cell(Lung)	Dnajc9
T cell(Lung)	Cfl1
T cell(Lung)	Ldha
T cell(Lung)	Ly9
T cell(Lung)	Fbl
T cell(Lung)	Hspe1
T cell(Lung)	Rpl30
T cell(Lung)	Zc3hav1
T cell(Lung)	Dnajc15
T cell(Lung)	Wibg
T cell(Lung)	Apobec3
T cell(Lung)	Rasgrp2
T cell(Lung)	Npm3-ps1
T cell(Lung)	Cdc42se2
T cell(Lung)	Elf1
T cell(Lung)	Gimap5
T cell(Lung)	Def6
T cell(Lung)	Kcnab2
T cell(Lung)	Eif3k
T cell(Lung)	Sash3
T cell(Lung)	Ndrg3
T cell(Lung)	Ablim1
T cell(Lung)	Cd48
T cell(Lung)	Anp32a
T cell(Lung)	Mndal
T cell(Lung)	Btf3
T cell(Lung)	Gm5506
T cell(Lung)	Tsc22d3
T cell(Lung)	Eif3i
T cell(Lung)	Hmgb2
T cell(Lung)	Abhd8
T cell(Lung)	Klf3
T cell(Lung)	Lfng
T cell(Lung)	Cyth1
T cell(Lung)	Atp1b3
T cell(Lung)	AI467606
T cell(Lung)	Eif3m
T cell(Lung)	Slc25a5
T cell(Lung)	Mif
T cell(Lung)	Bzw2
T cell(Lung)	Gpsm3
T cell(Lung)	Tomm20
T cell(Lung)	Gm6402
T cell(Lung)	Phgdh
T cell(Lung)	Arhgap30
T cell(Lung)	Pitpnc1
T cell(Lung)	Spn
T cell(Lung)	Tap1
T cell(Lung)	Hcls1
T cell(Lung)	Psmb9
T cell(Lung)	Lcp2
T cell(Lung)	Psme1
T cell(Lung)	Nt5c
T cell(Lung)	Gpi1
T cell(Lung)	Tes
T cell(Lung)	Uqcrh
T cell(Lung)	Ctsw
T cell(Lung)	Lsp1
T cell(Lung)	Npm3
T cell(Lung)	Ifi27l2a
T cell(Lung)	Sh3bgrl3
T cell(Lung)	Fermt3
T cell(Lung)	Gm1821
T cell(Lung)	Nme2
T cell(Lung)	Ncl
T cell(Lung)	Ppm1h
T cell(Lung)	Rnaset2b
T cell(Lung)	Cct2
T cell(Lung)	Rpl34
T cell(Lung)	Serbp1
T cell(Lung)	Ppp1r18
T cell(Lung)	Rinl
T cell(Lung)	Cd84
T cell(Lung)	Lbr
T cell(Lung)	Rpa1
T cell(Lung)	Vasp
T cell(Lung)	Gapdh
T cell(Lung)	Vav1
T cell(Lung)	Rab3ip
T cell(Lung)	Pgs1
T cell(Lung)	Prkch
T cell(Lung)	Twistnb
T cell(Lung)	Uchl3
T cell(Lung)	Rhof
T cell(Lung)	Rassf5
T cell(Lung)	Grcc10
T cell(Lung)	Erdr1
T cell(Lung)	Gas5
T cell(Lung)	Rnf167
T cell(Lung)	Supt4h1
T cell(Lung)	Ddx21
T cell(Lung)	Rftn1
T cell(Lung)	Stk38
T cell(Lung)	Actn1
T cell(Lung)	Txnip
T cell(Lung)	Snrpe
T cell(Lung)	Nsa2
T cell(Lung)	Eif4b
T cell(Lung)	Cnn2
T cell(Lung)	Fam105a
T cell(Lung)	Hn1
T cell(Lung)	Impdh2
T cell(Lung)	H2-T23
T cell(Lung)	Stk4
T cell(Lung)	Xrn2
T cell(Lung)	Twf2
T cell(Lung)	Chchd3
T cell(Lung)	1110005A03Rik
T cell(Lung)	AI462493
T cell(Lung)	Nap1l4
T cell(Lung)	Bola2
T cell(Lung)	Lsm4
T cell(Lung)	Cct5
T cell(Lung)	Tubb5
T cell(Lung)	Rn45s
T cell(Lung)	Pgk1
T cell(Lung)	Sla
T cell(Lung)	Dnajc2
T cell(Lung)	Ubac2
T cell(Lung)	Samhd1
T cell(Lung)	Nudt21
T cell(Lung)	Glipr2
T cell(Lung)	Pop5
T cell(Lung)	Cct8
T cell(Lung)	Psmb1
T cell(Lung)	Pla2g16
T cell(Lung)	Rasa3
T cell(Lung)	Atp5b
T cell(Lung)	Cct4
T cell(Lung)	Snhg8
T cell(Lung)	Churc1
T cell(Lung)	Nsmce1
T cell(Lung)	Commd8
T cell(Lung)	Hnrnpa3
T cell(Lung)	Ppp1ca
Lung endothelial cell(Lung)	Cldn5
Lung endothelial cell(Lung)	Ramp2
Lung endothelial cell(Lung)	Egfl7
Lung endothelial cell(Lung)	Hpgd
Lung endothelial cell(Lung)	Plvap
Lung endothelial cell(Lung)	Tspan7
Lung endothelial cell(Lung)	Aqp1
Lung endothelial cell(Lung)	Clec14a
Lung endothelial cell(Lung)	Ly6c1
Lung endothelial cell(Lung)	Calcrl
Lung endothelial cell(Lung)	Gpihbp1
Lung endothelial cell(Lung)	Icam2
Lung endothelial cell(Lung)	Cdh5
Lung endothelial cell(Lung)	Ly6a
Lung endothelial cell(Lung)	Tm4sf1
Lung endothelial cell(Lung)	Cyp4b1
Lung endothelial cell(Lung)	Ctla2a
Lung endothelial cell(Lung)	Pecam1
Lung endothelial cell(Lung)	Ehd4
Lung endothelial cell(Lung)	Cav2
Lung endothelial cell(Lung)	Eng
Lung endothelial cell(Lung)	Acvrl1
Lung endothelial cell(Lung)	Sdpr
Lung endothelial cell(Lung)	Cd36
Lung endothelial cell(Lung)	Esam
Lung endothelial cell(Lung)	Tspan13
Lung endothelial cell(Lung)	Ecscr
Lung endothelial cell(Lung)	Epas1
Lung endothelial cell(Lung)	Ptprb
Lung endothelial cell(Lung)	Cav1
Lung endothelial cell(Lung)	Slc9a3r2
Lung endothelial cell(Lung)	Lyve1
Lung endothelial cell(Lung)	Cd93
Lung endothelial cell(Lung)	Id1
Lung endothelial cell(Lung)	BC028528
Lung endothelial cell(Lung)	Stmn2
Lung endothelial cell(Lung)	Gpr116
Lung endothelial cell(Lung)	Cd200
Lung endothelial cell(Lung)	Clec1a
Lung endothelial cell(Lung)	Ace
Lung endothelial cell(Lung)	Rasip1
Lung endothelial cell(Lung)	S1pr1
Lung endothelial cell(Lung)	Afap1l1
Lung endothelial cell(Lung)	Tinagl1
Lung endothelial cell(Lung)	Sox18
Lung endothelial cell(Lung)	Tek
Lung endothelial cell(Lung)	Myct1
Lung endothelial cell(Lung)	Myzap
Lung endothelial cell(Lung)	Fmo1
Lung endothelial cell(Lung)	Eltd1
Lung endothelial cell(Lung)	Ppp1r16b
Lung endothelial cell(Lung)	Cxx1a
Lung endothelial cell(Lung)	Tmcc2
Lung endothelial cell(Lung)	Edn1
Lung endothelial cell(Lung)	Bcam
Lung endothelial cell(Lung)	Gata2
Lung endothelial cell(Lung)	Emcn
Lung endothelial cell(Lung)	Acer2
Lung endothelial cell(Lung)	Tie1
Lung endothelial cell(Lung)	Smagp
Lung endothelial cell(Lung)	Smad6
Lung endothelial cell(Lung)	Hyal2
Lung endothelial cell(Lung)	Rasgef1a
Lung endothelial cell(Lung)	Pllp
Lung endothelial cell(Lung)	Podxl
Lung endothelial cell(Lung)	Ripply3
Lung endothelial cell(Lung)	Galntl4
Lung endothelial cell(Lung)	Ushbp1
Lung endothelial cell(Lung)	Prx
Lung endothelial cell(Lung)	Tspan12
Lung endothelial cell(Lung)	Efcab4a
Lung endothelial cell(Lung)	Sox17
Lung endothelial cell(Lung)	Pcdh1
Lung endothelial cell(Lung)	Slco2a1
Lung endothelial cell(Lung)	Clic5
Lung endothelial cell(Lung)	Arhgef15
Lung endothelial cell(Lung)	Tnfsf10
Lung endothelial cell(Lung)	Adcy4
Lung endothelial cell(Lung)	Unc45b
Lung endothelial cell(Lung)	Ankrd33b
Lung endothelial cell(Lung)	Dll4
Lung endothelial cell(Lung)	Palmd
Lung endothelial cell(Lung)	Ddah1
Lung endothelial cell(Lung)	Robo4
Lung endothelial cell(Lung)	Wscd1
Lung endothelial cell(Lung)	Tmem100
Lung endothelial cell(Lung)	Parvb
Lung endothelial cell(Lung)	Pltp
Lung endothelial cell(Lung)	Hspa12b
Lung endothelial cell(Lung)	Arap3
Lung endothelial cell(Lung)	Hilpda
Lung endothelial cell(Lung)	Ece1
Lung endothelial cell(Lung)	Grrp1
Lung endothelial cell(Lung)	Tmem2
Lung endothelial cell(Lung)	Pcdh17
Lung endothelial cell(Lung)	Tspan18
Lung endothelial cell(Lung)	Anxa3
Lung endothelial cell(Lung)	Gpr182
Lung endothelial cell(Lung)	Aplnr
Lung endothelial cell(Lung)	Gja4
Lung endothelial cell(Lung)	She
Lung endothelial cell(Lung)	Mmrn2
Lung endothelial cell(Lung)	Sema3f
Lung endothelial cell(Lung)	Tspan8
Lung endothelial cell(Lung)	Rasgrp3
Lung endothelial cell(Lung)	Nsg1
Lung endothelial cell(Lung)	Lims2
Lung endothelial cell(Lung)	Kdr
Lung endothelial cell(Lung)	2810025M15Rik
Lung endothelial cell(Lung)	Impdh1
Lung endothelial cell(Lung)	Upp1
Lung endothelial cell(Lung)	S100a16
Lung endothelial cell(Lung)	Ccdc85a
Lung endothelial cell(Lung)	N4bp3
Lung endothelial cell(Lung)	Thsd1
Lung endothelial cell(Lung)	Npr1
Lung endothelial cell(Lung)	Sox7
Lung endothelial cell(Lung)	Hey1
Lung endothelial cell(Lung)	Ephb4
Lung endothelial cell(Lung)	Pitpnc1
Lung endothelial cell(Lung)	Klhl5
Lung endothelial cell(Lung)	BC020535
Lung endothelial cell(Lung)	Adrb1
Lung endothelial cell(Lung)	Efna1
Lung endothelial cell(Lung)	Casz1
Lung endothelial cell(Lung)	Lysmd2
Lung endothelial cell(Lung)	Ldb2
Lung endothelial cell(Lung)	Thbd
Lung endothelial cell(Lung)	Sema3c
Lung endothelial cell(Lung)	Sox11
Lung endothelial cell(Lung)	Aard
Lung endothelial cell(Lung)	Fkbp1a
Lung endothelial cell(Lung)	Ly6e
Lung endothelial cell(Lung)	Bst2
Lung endothelial cell(Lung)	LOC545261
Lung endothelial cell(Lung)	Hs3st1
Lung endothelial cell(Lung)	Arl4d
Lung endothelial cell(Lung)	Sema6a
Lung endothelial cell(Lung)	Itga1
Lung endothelial cell(Lung)	Crip2
Lung endothelial cell(Lung)	Efnb2
Lung endothelial cell(Lung)	Nostrin
Lung endothelial cell(Lung)	Pcp4l1
Lung endothelial cell(Lung)	Tcn2
Lung endothelial cell(Lung)	Itm2b
Lung endothelial cell(Lung)	Trim37
Lung endothelial cell(Lung)	Flt1
Lung endothelial cell(Lung)	Npr3
Lung endothelial cell(Lung)	Nkd1
Lung endothelial cell(Lung)	Tmem44
Lung endothelial cell(Lung)	Plk2
Lung endothelial cell(Lung)	Klf2
Lung endothelial cell(Lung)	Spns2
Lung endothelial cell(Lung)	Klf4
Lung endothelial cell(Lung)	Ppap2a
Lung endothelial cell(Lung)	Jup
Lung endothelial cell(Lung)	Notch4
Lung endothelial cell(Lung)	Cxx1b
Lung endothelial cell(Lung)	Ptrf
Lung endothelial cell(Lung)	Lmo2
Lung endothelial cell(Lung)	Dusp3
Lung endothelial cell(Lung)	Arhgap31
Lung endothelial cell(Lung)	F11r
Lung endothelial cell(Lung)	Trib2
Lung endothelial cell(Lung)	Kank3
Lung endothelial cell(Lung)	Prickle1
Lung endothelial cell(Lung)	H2-D1
Lung endothelial cell(Lung)	Caskin2
Lung endothelial cell(Lung)	Slfn5
Lung endothelial cell(Lung)	Kit
Lung endothelial cell(Lung)	H2-Q4
Lung endothelial cell(Lung)	Tmem88
Lung endothelial cell(Lung)	Mcam
Lung endothelial cell(Lung)	Elk3
Lung endothelial cell(Lung)	1300014I06Rik
Lung endothelial cell(Lung)	Grap
Lung endothelial cell(Lung)	Cdkn1a
Lung endothelial cell(Lung)	Car4
Lung endothelial cell(Lung)	Vwf
Lung endothelial cell(Lung)	4931406P16Rik
Lung endothelial cell(Lung)	Cd97
Lung endothelial cell(Lung)	Fgd5
Lung endothelial cell(Lung)	Ccdc85b
Lung endothelial cell(Lung)	Ybx1
Lung endothelial cell(Lung)	Ccnd1
Lung endothelial cell(Lung)	Nes
Lung endothelial cell(Lung)	B2m
Lung endothelial cell(Lung)	Tbx3
Lung endothelial cell(Lung)	Plscr1
Lung endothelial cell(Lung)	Rgs12
